,Simple R-GCN,LSTM-driven R-GCN,CNN-driven R-GCN,CNN-driven Simple R-GCN,CNN Stacked Simple R-GCN,CNN,sRNN,LSTM,GRU,Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/4/28,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/4/29,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/4/30,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/4,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/5,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/6,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/7,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/8,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/11,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/12,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/13,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/14,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/15,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/18,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/19,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/20,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/21,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/22,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/26,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/27,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/28,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/5/29,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/3,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/4,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/5,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/8,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/9,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/10,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/11,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/12,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/15,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/16,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/17,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/18,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/19,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/22,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/23,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/24,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/25,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/26,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/29,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/6/30,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/2,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/6,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/7,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/8,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/9,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/10,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/13,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/14,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/15,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/16,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/17,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/20,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/21,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/22,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/23,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/24,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/27,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/28,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/29,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/30,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/7/31,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/8/3,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009/8/4,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,0
2009/8/5,0.984271744,0.982121297,0.986197614,0.985909118,0.98616546,0.98201278,0.984952444,0.995961122,0.985869802,0.987965208,,,,,,,,,,,0.996261544,0.994084902,0.998210875,0.997918864,0.998178328,0.993975063,0.996950536,1.008093315,0.997879069,1,,-0.015728256,-0.017878703,-0.013802386,-0.014090882,-0.01383454,-0.01798722,-0.015047556,-0.004038878,-0.014130198,-0.012034792
2009/8/6,0.97292129,0.972639963,0.974687351,0.97417991,0.974363941,0.969813391,0.974263445,0.982283124,0.974078418,0.977217446,,,,,,,,,,,0.995603685,0.995315799,0.997410919,0.996891648,0.997079969,0.992423329,0.99697713,1.005183778,0.99678779,1,,-0.01153183,-0.009653934,-0.011671356,-0.011896845,-0.011967078,-0.012422841,-0.0108523,-0.013733465,-0.011960387,-0.010878685
2009/8/7,0.985939629,0.979081357,0.987172059,0.986139225,0.986765028,0.984212761,0.980780045,1.001563525,0.986264422,0.988445917,,,,,,,,,,,0.997464416,0.990525976,0.998711252,0.997666345,0.998299463,0.995717362,0.992244521,1.013270941,0.997793005,1,,0.01338067,0.006622588,0.012808936,0.01227629,0.012727367,0.014847568,0.006688745,0.01962815,0.012510291,0.011490248
2009/8/10,0.981166839,0.970230168,0.980962406,0.980673379,0.981015406,0.98004519,0.973746833,1.000115324,0.980513296,0.983202481,,,,,,,,,,,0.99792958,0.986806062,0.997721655,0.99742769,0.99777556,0.996788768,0.990382807,1.01720179,0.997264872,1,,-0.004840854,-0.0090403,-0.006290345,-0.005542672,-0.005826739,-0.004234421,-0.007171039,-0.00144594,-0.005831221,-0.005304727
2009/8/11,0.962962652,0.946565412,0.964974514,0.963831877,0.964623462,0.956660328,0.962554423,0.991380644,0.96378302,0.968155505,,,,,,,,,,,0.994636344,0.977699767,0.99671438,0.99553416,0.996351781,0.988126725,0.994214688,1.023989058,0.995483696,1,,-0.01855361,-0.024390868,-0.01629817,-0.017173406,-0.016709161,-0.023861004,-0.011494168,-0.008733673,-0.017062773,-0.015304046
2009/8/12,0.987651784,0.97107613,0.986145565,0.985378702,0.985994076,0.985935273,0.979476034,1.007621941,0.985308046,0.987663196,,,,,,,,,,,0.999988445,0.983205747,0.998463413,0.997686971,0.998310031,0.998250494,0.991710573,1.020208047,0.997615432,1,,0.025638722,0.025894373,0.021939493,0.022355377,0.022154359,0.030601191,0.017579901,0.016382503,0.022333892,0.020149336
2009/8/13,0.988675102,0.977112931,0.988100068,0.987987461,0.989801042,0.980811317,0.975959793,1.023075385,0.998215231,0.991835061,,,,,,,,,,,0.996814028,0.985156675,0.99623426,0.996120726,0.997949237,0.988885507,0.983994044,1.031497499,1.006432693,1,,0.001036112,0.006216609,0.001981962,0.002647468,0.003861044,-0.005197051,-0.00358992,0.01533655,0.013099644,0.004223975
2009/8/14,0.979764582,0.964546101,0.97240997,0.978768638,0.972078292,0.971245016,0.968922741,0.999348257,0.97624178,0.982261441,,,,,,,,,,,0.99745805,0.98196474,0.989970622,0.996444121,0.989632955,0.988784631,0.986420418,1.017395385,0.993871631,1,,-0.009012587,-0.012861185,-0.015879058,-0.009330911,-0.017905366,-0.009753457,-0.007210391,-0.023191965,-0.022012739,-0.009652432
2009/8/17,0.955492615,0.938126774,0.949401535,0.959649941,0.94211077,0.949530164,0.947992715,0.966140572,0.945937001,0.960929591,,,,,,,,,,,0.994341962,0.976270044,0.988003225,0.998668321,0.980416025,0.988137084,0.986537124,1.005422854,0.984397827,1,,-0.024773264,-0.027390424,-0.023661249,-0.019533418,-0.030828301,-0.022357749,-0.021601336,-0.033229342,-0.031042289,-0.02171708
2009/8/18,0.978349382,0.961365841,0.964966559,0.98269629,0.961579055,0.973345831,0.970786559,0.988294624,0.9669975,0.980360005,,,,,,,,,,,0.997949097,0.980625317,0.98429817,1.002383089,0.980842802,0.992845308,0.990234765,1.008093576,0.986369798,1,,0.023921448,0.024771777,0.016394563,0.024015371,0.020664539,0.025081528,0.024044324,0.022930464,0.022264167,0.020220435
2009/8/19,0.996877008,0.975738311,0.974266668,1.002315645,0.972122995,0.999313256,0.992082168,0.994299762,0.975415947,0.991648593,,,,,,,,,,,1.005272447,0.983955726,0.982471689,1.010756887,0.980309962,1.007729213,1.000437226,1.002673497,0.983630647,1,,0.018937638,0.014950053,0.009637753,0.01996482,0.010965235,0.026678519,0.021936448,0.006076264,0.008705759,0.011514737
2009/8/20,1.00853349,0.993073365,0.985110206,1.011239918,0.986105497,1.015196363,1.004863584,1.00613598,0.986055575,1.002777427,,,,,,,,,,,1.00574012,0.990322816,0.982381712,1.008439052,0.983374247,1.012384539,1.002080379,1.003349251,0.983324463,1,,0.011692999,0.017766089,0.011129948,0.008903655,0.01438347,0.015894022,0.012883425,0.011904074,0.010907786,0.011222558
2009/8/21,1.033047859,1.013365577,0.998594804,1.036785537,1.001249073,1.038856683,1.029881829,1.017816762,1.000792577,1.02173955,,,,,,,,,,,1.011067702,0.9918042,0.977347705,1.014725854,0.979945499,1.016752932,1.007969036,0.996160677,0.979498716,1,,0.024306946,0.020433749,0.013688416,0.02526168,0.015356953,0.023306151,0.024897156,0.011609546,0.014945407,0.018909603
2009/8/24,1.029790317,1.001213213,0.991890721,1.032962199,0.994513828,1.031792601,1.026219713,1.004298909,0.989488765,1.016387121,,,,,,,,,,,1.013187097,0.98507074,0.975898553,1.016307839,0.978479368,1.015157099,1.009674062,0.988106685,0.973535324,1,,-0.003153331,-0.011992083,-0.006713517,-0.003687685,-0.006726843,-0.006799862,-0.00355586,-0.013281224,-0.01129486,-0.005238545
2009/8/25,1.032137025,1.002678778,0.997122847,1.039114038,0.998425045,1.033465821,1.027550174,1.012370151,0.997326228,1.020098715,,,,,,,,,,,1.011801123,0.982923283,0.977476819,1.018640669,0.97875336,1.013103738,1.007304645,0.992423709,0.977676193,1,,0.002278821,0.001463789,0.005274902,0.005955532,0.003932793,0.001621663,0.001296468,0.008036692,0.00792072,0.003651752
2009/8/26,1.030533312,1.001767762,1.003709675,1.042647549,0.999576856,1.0300433,1.024077132,1.013943531,1.002111091,1.022734001,,,,,,,,,,,1.007625943,0.979499812,0.981398559,1.019470897,0.977357607,1.007146823,1.001313275,0.99140493,0.97983551,1,,-0.001553779,-0.000908582,0.006605834,0.003400504,0.001153628,-0.003311692,-0.003379924,0.001554155,0.004797691,0.002583364
2009/8/27,1.03350857,1.004105107,1.007235293,1.043757928,1.005705794,1.02708345,1.022890952,1.019767669,1.009485847,1.02589097,,,,,,,,,,,1.00742535,0.978763959,0.981815146,1.01741604,0.980324249,1.001162385,0.997075695,0.994031237,0.984008902,1,,0.002887105,0.00233322,0.003512587,0.001064961,0.006131533,-0.00287352,-0.001158292,0.005744046,0.00735922,0.003086794
2009/8/28,1.030345247,1.005414913,1.017555295,1.04958254,1.014507886,1.019857297,1.017050384,1.046722689,1.031556729,1.030808412,,,,,,,,,,,0.999550678,0.975365452,0.987142987,1.018213014,0.984186658,0.989376188,0.986653167,1.015438637,1.000725952,1,,-0.003060761,0.001304451,0.01024587,0.005580424,0.008752153,-0.007035605,-0.005709864,0.026432511,0.021863488,0.004793338
2009/8/31,1.019315933,0.9925764,1.009169334,1.042290334,1.002609842,1.008380278,1.00764653,1.037568746,1.020650394,1.022627552,,,,,,,,,,,0.996761657,0.970613786,0.98683957,1.019227706,0.980425219,0.986067974,0.985350461,1.014610592,0.99806659,1,,-0.010704484,-0.012769368,-0.008241283,-0.00694772,-0.011727897,-0.011253554,-0.009246203,-0.008745338,-0.010572695,-0.007936354
2009/9/1,1.001013038,0.970615023,0.989368401,1.022674671,0.98294178,0.995412345,0.991964978,1.007867903,0.991034972,1.004372212,,,,,,,,,,,0.996655449,0.966389762,0.985061503,1.018222785,0.978662858,0.991079137,0.987646777,1.003480474,0.986720819,1,,-0.017956057,-0.022125629,-0.019621021,-0.018819769,-0.019616866,-0.012860161,-0.015562552,-0.028625421,-0.029016226,-0.017851406
2009/9/2,0.993680644,0.97131223,0.984296128,1.020716908,0.977406566,0.98708913,0.984171886,1.005869233,0.987229874,1.000736533,,,,,,,,,,,0.992949304,0.970597353,0.983571695,1.01996567,0.976687204,0.986362641,0.983447544,1.005128922,0.986503282,1,,-0.007324974,0.000718315,-0.005126779,-0.001914356,-0.005631273,-0.008361575,-0.007856217,-0.001983068,-0.003839519,-0.003619852
2009/9/3,1.004571946,0.979172617,0.990147624,1.030653452,0.985117371,0.99445571,0.992109987,1.004347189,0.991583407,1.010125648,,,,,,,,,,,0.994501969,0.969357247,0.980222239,1.02032203,0.97524241,0.98448714,0.982164931,0.994279466,0.981643629,1,,0.010960566,0.008092544,0.005944853,0.009734868,0.007889045,0.007462933,0.008065767,-0.001513162,0.004409847,0.009382205
2009/9/4,1.021208826,0.996035415,1.008573279,1.048947236,1.005742943,1.005517991,1.005136066,1.026274698,1.014396323,1.026676708,,,,,,,,,,,0.994674193,0.970154877,0.982366962,1.021691861,0.979610169,0.979391062,0.97901906,0.999608436,0.988038703,1,,0.016561163,0.017221476,0.018608997,0.017749695,0.020937172,0.011123955,0.013129672,0.021832598,0.023006553,0.01638515
2009/9/8,1.037151747,1.012373341,1.027428971,1.063039693,1.026737108,1.021479167,1.019532817,1.042762138,1.03195477,1.041432531,,,,,,,,,,,0.995889523,0.972096906,0.98655356,1.020747539,0.985889222,0.980840464,0.978971548,1.00127671,0.990899304,1,,0.015611813,0.016402957,0.018695411,0.013434858,0.020874285,0.015873586,0.014323186,0.016065329,0.017309257,0.014372414
2009/9/9,1.052083613,1.02950246,1.048073926,1.082317531,1.048617246,1.048721661,1.04095637,1.059990192,1.052487844,1.056416019,,,,,,,,,,,0.995898958,0.974523712,0.992103402,1.024518288,0.992617706,0.992716546,0.985365946,1.003383301,0.996281602,1,,0.014396993,0.016919765,0.020093803,0.018134636,0.02131036,0.026669652,0.021013108,0.016521557,0.019897262,0.014387382
2009/9/10,1.062763637,1.042766519,1.061818611,1.090621572,1.068144205,1.067926461,1.058053649,1.070046817,1.063126,1.068262272,,,,,,,,,,,0.994852729,0.976133433,0.99396809,1.020930534,0.999889477,0.999685647,0.990443711,1.001670512,0.995191937,1,,0.010151307,0.012883951,0.013114232,0.007672463,0.018621627,0.018312581,0.016424588,0.00948747,0.010107628,0.011213625
2009/9/11,1.057454998,1.036992404,1.058932629,1.08078214,1.063675305,1.060444929,1.050938355,1.058437132,1.051182661,1.063013766,,,,,,,,,,,0.994770747,0.975521143,0.996160786,1.016715093,1.000622324,0.99758344,0.9886404,0.995694661,0.988870224,1,,-0.004995127,-0.005537304,-0.002717961,-0.009021857,-0.004183798,-0.007005662,-0.00672489,-0.010849699,-0.011234171,-0.004913125
2009/9/14,1.057489786,1.035446728,1.055169601,1.084900383,1.062567654,1.058262408,1.050391627,1.058267037,1.051763194,1.061446137,,,,,,,,,,,0.996272679,0.975505673,0.994086807,1.022096501,1.001056593,0.997000574,0.989585425,0.997004935,0.990877594,1,,3.29E-05,-0.001490537,-0.003553604,0.003810428,-0.001041344,-0.002058118,-0.000520228,-0.000160703,0.000552267,-0.001474702
2009/9/15,1.061618486,1.041951298,1.064051874,1.093247815,1.073969546,1.057836207,1.051733363,1.078823901,1.071817775,1.066822375,,,,,,,,,,,0.995122066,0.976686768,0.997403034,1.024770234,1.006699495,0.991576697,0.985856116,1.011249788,1.004682504,1,,0.003904246,0.006281897,0.008417863,0.007694192,0.010730509,-0.000402737,0.001277367,0.019425025,0.019067582,0.005065013
2009/9/16,1.086584265,1.065579824,1.086696938,1.112420003,1.106423551,1.099368978,1.084767386,1.094263088,1.086303959,1.084746915,,,,,,,,,,,1.001693805,0.982330357,1.001797676,1.025511101,1.019983128,1.0134797,1.000018872,1.008772712,1.001435398,1,,0.023516715,0.022677189,0.021281917,0.01753691,0.030218739,0.039262006,0.031409123,0.014311128,0.013515529,0.016801804
2009/9/17,1.08116634,1.057700072,1.071945554,1.10364053,1.09241853,1.094607573,1.08186791,1.080828338,1.066531139,1.075995982,,,,,,,,,,,1.004805183,0.982996303,0.996235647,1.025692055,1.015262648,1.017297082,1.005457203,1.004491054,0.991203645,1,,-0.004986199,-0.007394802,-0.013574516,-0.007892229,-0.01265792,-0.004331035,-0.002672901,-0.01227744,-0.018201922,-0.008067258
2009/9/18,1.0943579,1.066204755,1.086865481,1.117174036,1.105931813,1.114618655,1.097347999,1.088831383,1.07497694,1.086611757,,,,,,,,,,,1.007128713,0.981219601,1.0002335,1.028126218,1.017780091,1.025774521,1.009880477,1.002042704,0.989292572,1,,0.012201231,0.008040732,0.01391855,0.012262603,0.01237006,0.018281512,0.014308668,0.007404548,0.007918945,0.009865999
2009/9/21,1.094517366,1.062857287,1.086948759,1.114672274,1.10780952,1.11853624,1.100780188,1.086402319,1.074377931,1.086289231,,,,,,,,,,,1.007574534,0.978429369,1.000607138,1.02612844,1.019810828,1.029685472,1.01333987,1.000104105,0.989034872,1,,0.000145716,-0.003139611,7.66E-05,-0.002239366,0.001697851,0.003514731,0.003127712,-0.002230891,-0.00055723,-0.000296818
2009/9/22,1.099554686,1.070090924,1.089833071,1.118805201,1.113172209,1.122285938,1.107822156,1.088794436,1.079473727,1.090576275,,,,,,,,,,,1.008232722,0.981216031,0.999318522,1.025884412,1.020719261,1.029076062,1.015813549,0.99836615,0.989819558,1,,0.004602321,0.00680584,0.002653586,0.003707751,0.004840804,0.003352326,0.006397252,0.002201871,0.00474302,0.003946503
2009/9/23,1.092540529,1.060692799,1.079098742,1.111357778,1.098430515,1.103873074,1.092765069,1.085855077,1.074762633,1.083319511,,,,,,,,,,,1.008511818,0.979113538,0.996103855,1.025881807,1.013948797,1.018972762,1.008719088,1.002340553,0.992101243,1,,-0.006379089,-0.008782548,-0.009849517,-0.006656586,-0.013242959,-0.016406571,-0.01359161,-0.002699646,-0.004364251,-0.006654064
2009/9/24,1.082035615,1.05200135,1.066807446,1.101579672,1.085088932,1.087490559,1.081745383,1.073783125,1.062808964,1.073480945,,,,,,,,,,,1.007969093,0.979990707,0.993783309,1.026175338,1.010813408,1.013050641,1.007698728,1.000281495,0.990058528,1,,-0.009615125,-0.008194125,-0.011390335,-0.008798342,-0.012146041,-0.014840941,-0.010084222,-0.011117462,-0.011122148,-0.009081869
2009/9/25,1.07376549,1.041780213,1.059093409,1.0943217,1.07564997,1.078966617,1.0717085,1.062885121,1.0524379,1.065181036,,,,,,,,,,,1.00805915,0.978031131,0.99428489,1.027357475,1.009828314,1.012942008,1.006128032,0.997844578,0.988036648,1,,-0.007643117,-0.009715897,-0.007230955,-0.006588695,-0.008698791,-0.007838176,-0.009278415,-0.010149166,-0.009758164,-0.007731771
2009/9/28,1.091899214,1.058365728,1.075643454,1.10985293,1.094482799,1.100108583,1.09085695,1.077849323,1.067841603,1.082104035,,,,,,,,,,,1.009051975,0.978062824,0.994029612,1.025643463,1.011439532,1.016638463,1.008088792,0.996068112,0.986819722,1,,0.016887974,0.015920359,0.015626615,0.014192563,0.017508324,0.019594643,0.017867219,0.014078851,0.014636211,0.015887439
2009/9/29,1.087450934,1.053485473,1.067938832,1.105401135,1.088592227,1.102437044,1.092027894,1.069976823,1.058203971,1.076708099,,,,,,,,,,,1.009977481,0.978431828,0.991855483,1.026648853,1.011037465,1.023895933,1.014228364,0.993748282,0.982814165,1,,-0.004073892,-0.004611123,-0.007162803,-0.004011158,-0.00538206,0.002116574,0.001073417,-0.007303896,-0.009025339,-0.004986522
2009/9/30,1.090248397,1.060834925,1.077933142,1.107368556,1.099145377,1.102465743,1.091795857,1.079281486,1.069205917,1.08213531,,,,,,,,,,,1.007497294,0.980316339,0.996116781,1.023318014,1.015718984,1.01878733,1.0089273,0.997362784,0.988051963,1,,0.002572496,0.00697632,0.009358504,0.001779825,0.00969431,2.60E-05,-0.000212483,0.008696135,0.01039681,0.005040559
2009/10/1,1.054807017,1.026340937,1.03650233,1.075995424,1.05231694,1.059629294,1.050726869,1.035237428,1.025186951,1.046351688,,,,,,,,,,,1.008080772,0.980875693,0.990586953,1.028330566,1.005701001,1.01268943,1.004181368,0.989378084,0.979772827,1,,-0.032507619,-0.032515886,-0.038435419,-0.028331247,-0.042604407,-0.038855129,-0.037615995,-0.040808685,-0.041169774,-0.033067604
2009/10/2,1.059521079,1.031631056,1.039641393,1.086629011,1.051984048,1.052135682,1.045457914,1.040513794,1.028860031,1.049430403,,,,,,,,,,,1.009615384,0.98303904,0.990672073,1.035446474,1.002433363,1.002577855,0.996214624,0.991503382,0.980398536,1,,0.004469123,0.005154349,0.003028515,0.009882558,-0.000316342,-0.007071918,-0.005014581,0.005096769,0.003582839,0.002942333
2009/10/5,1.056012375,1.048096001,1.021644849,1.116011115,1.030744481,1.038905518,1.032259883,1.046626937,1.03806743,1.046107418,,,,,,,,,,,1.009468394,1.001900936,0.976615624,1.066822676,0.985314188,0.993115525,0.986762798,1.000496621,0.992314376,1,,-0.003311594,0.01596011,-0.017310338,0.027039683,-0.020190009,-0.01257458,-0.012624163,0.00587512,0.008949127,-0.003166465
2009/10/6,1.071328026,1.057856381,1.040770539,1.127478277,1.052118083,1.045267126,1.041254624,1.068186397,1.062947866,1.060115899,,,,,,,,,,,1.010576322,0.997868612,0.981751656,1.063542466,0.992455716,0.985993255,0.98220829,1.007612845,1.002671375,1,,0.014503287,0.009312487,0.018720488,0.010275132,0.020736083,0.006123375,0.00871364,0.020598992,0.023968035,0.013391054
2009/10/7,1.068391546,1.060722322,1.03840419,1.121404991,1.047613589,1.040254656,1.037176696,1.068521129,1.059518787,1.056984648,,,,,,,,,,,1.010791924,1.003536167,0.98242126,1.060947284,0.991134158,0.984171963,0.981259944,1.010914521,1.002397517,1,,-0.002740972,0.002709197,-0.002273651,-0.00538661,-0.004281358,-0.004795396,-0.00391636,0.000313364,-0.003226009,-0.002953687
2009/10/8,1.06352073,1.055761123,1.034439072,1.112736365,1.043124823,1.024235812,1.029110057,1.06941905,1.062176293,1.053667209,,,,,,,,,,,1.009351644,1.001987263,0.981751224,1.056060543,0.989994577,0.972067654,0.976693636,1.014949541,1.008075685,1,,-0.004559018,-0.004677189,-0.003818473,-0.007730148,-0.004284753,-0.015398964,-0.007777497,0.00084034,0.00250822,-0.003138588
2009/10/9,1.073672434,1.068533726,1.044942696,1.130433072,1.053473093,1.034841425,1.036671232,1.083504619,1.078666228,1.063131996,,,,,,,,,,,1.009914515,1.005080959,0.982890836,1.063304534,0.990914672,0.973389409,0.975110556,1.019162835,1.014611762,1,,0.009545375,0.012098005,0.010153932,0.015903773,0.009920452,0.010354659,0.007347295,0.013171234,0.015524669,0.00898271
2009/10/12,1.070614261,1.057491771,1.040824037,1.131237924,1.045984064,1.013332803,1.020812821,1.079109205,1.082117141,1.059565326,,,,,,,,,,,1.0104278,0.998043014,0.982312285,1.067643397,0.987182232,0.956366519,0.963426035,1.018445185,1.021284025,1,,-0.00284833,-0.010333745,-0.003941517,0.000711986,-0.007108895,-0.020784462,-0.015297435,-0.004056664,0.003199241,-0.00335487
2009/10/13,1.073584742,1.056661456,1.046215609,1.129879529,1.051731333,1.017944036,1.02524178,1.080735313,1.085212783,1.061630326,,,,,,,,,,,1.011260432,0.995319585,0.985480147,1.064287164,0.990675668,0.95884981,0.965723901,1.017995894,1.022213436,1,,0.002774558,-0.000785174,0.0051801,-0.001200804,0.005494605,0.004550561,0.004338659,0.001506899,0.002860727,0.001948912
